hour_utc,tx_count,avg_gas_price
2024-12-17 21:00:00+00:00,56204,17454978550.349506
2024-12-17 22:00:00+00:00,54270,20299725059.82428
2024-12-17 23:00:00+00:00,53433,16072497502.10941
2024-12-18 00:00:00+00:00,52304,13730540467.106197
2024-12-18 01:00:00+00:00,54302,11641228273.787
2024-12-18 02:00:00+00:00,49325,12208496111.181139
2024-12-18 03:00:00+00:00,47190,12218682682.893122
2024-12-18 04:00:00+00:00,50713,12661371980.761522
2024-12-18 05:00:00+00:00,46810,11754419382.756079
2024-12-18 06:00:00+00:00,47870,11998170122.504957
2024-12-18 07:00:00+00:00,49503,11579736557.596935
2024-12-18 08:00:00+00:00,52527,10877515595.931751
2024-12-18 09:00:00+00:00,54917,11938704588.700851
2024-12-18 10:00:00+00:00,56171,21385408032.648376
2024-12-18 11:00:00+00:00,54565,18687531321.31998
2024-12-18 12:00:00+00:00,55903,20991685603.77545
2024-12-18 13:00:00+00:00,56684,17718569377.52603
2024-12-18 14:00:00+00:00,56223,24216917009.65465
2024-12-18 15:00:00+00:00,55745,27064474796.350567
2024-12-18 16:00:00+00:00,57154,29418636283.169094
2024-12-18 17:00:00+00:00,55017,26850737673.979958
2024-12-18 18:00:00+00:00,54017,24123600764.46143
2024-12-18 19:00:00+00:00,54270,22432452566.852383
2024-12-18 20:00:00+00:00,56448,64643579118.01802
2024-12-18 21:00:00+00:00,55914,34648324963.14135
2024-12-18 22:00:00+00:00,62001,21545325774.589024
2024-12-18 23:00:00+00:00,52848,16029724347.115192
2024-12-19 00:00:00+00:00,50331,16071495828.466328
2024-12-19 01:00:00+00:00,49621,13651632985.534245
2024-12-19 02:00:00+00:00,51400,27860004950.754463
2024-12-19 03:00:00+00:00,51025,16553923656.27556
2024-12-19 04:00:00+00:00,47330,12574911572.60972
2024-12-19 05:00:00+00:00,43405,13270695032.638147
2024-12-19 06:00:00+00:00,47539,11587325317.406767
2024-12-19 07:00:00+00:00,48085,11642316244.261034
2024-12-19 08:00:00+00:00,52765,12315732567.91236
2024-12-19 09:00:00+00:00,52163,10917232072.617485
2024-12-19 10:00:00+00:00,53954,20834249684.617058
2024-12-19 11:00:00+00:00,55136,15145141327.677433
2024-12-19 12:00:00+00:00,55779,13552368950.311405
2024-12-19 13:00:00+00:00,55078,14432348628.729269
2024-12-19 14:00:00+00:00,57574,17886056094.23647
2024-12-19 15:00:00+00:00,58063,30014231920.28548
2024-12-19 16:00:00+00:00,56723,25555820231.093964
2024-12-19 17:00:00+00:00,54007,37026810136.846664
2024-12-19 18:00:00+00:00,59927,72985728200.92166
2024-12-19 19:00:00+00:00,59881,46491224204.00838
2024-12-19 20:00:00+00:00,57769,56990829066.12802
2024-12-19 21:00:00+00:00,55741,31415220349.31853
2024-12-19 22:00:00+00:00,55699,18107197557.92187
2024-12-19 23:00:00+00:00,52663,16976538079.731102
2024-12-20 00:00:00+00:00,53979,15008090519.630432
2024-12-20 01:00:00+00:00,50685,12142243893.894567
2024-12-20 02:00:00+00:00,50482,12395090487.46139
2024-12-20 03:00:00+00:00,50489,10832878685.357233
2024-12-20 04:00:00+00:00,52884,10114372951.502592
2024-12-20 05:00:00+00:00,50166,11344043643.718529
2024-12-20 06:00:00+00:00,51102,12957973343.368593
2024-12-20 07:00:00+00:00,51459,12760494687.556503
2024-12-20 08:00:00+00:00,53996,21023166868.62414
2024-12-20 09:00:00+00:00,57989,32060427436.783916
2024-12-20 10:00:00+00:00,58309,36878196756.88565
2024-12-20 11:00:00+00:00,57636,40637161673.30779
2024-12-20 12:00:00+00:00,59897,47673161602.1403
2024-12-20 13:00:00+00:00,59110,37551283205.72706
2024-12-20 14:00:00+00:00,59243,33110768893.003387
2024-12-20 15:00:00+00:00,57893,42490762457.97161
2024-12-20 16:00:00+00:00,59092,33830861306.345425
2024-12-20 17:00:00+00:00,56916,23042046688.29609
2024-12-20 18:00:00+00:00,59049,20141048537.050182
2024-12-20 19:00:00+00:00,55434,20272362389.671547
2024-12-20 20:00:00+00:00,57736,16963491571.18485
2024-12-20 21:00:00+00:00,55549,14730717413.969328
2024-12-20 22:00:00+00:00,54136,12752455366.433008
2024-12-20 23:00:00+00:00,54640,11055182954.697762
2024-12-21 00:00:00+00:00,53856,10590168353.60868
2024-12-21 01:00:00+00:00,48472,10556989683.672888
2024-12-21 02:00:00+00:00,50063,11076483179.288584
2024-12-21 03:00:00+00:00,52999,8807620416.987198
2024-12-21 04:00:00+00:00,48294,8265112379.955233
2024-12-21 05:00:00+00:00,49076,8411446165.024044
2024-12-21 06:00:00+00:00,51190,9920634572.452597
2024-12-21 07:00:00+00:00,51285,9500868827.7194
2024-12-21 08:00:00+00:00,58943,12819703493.282534
2024-12-21 09:00:00+00:00,51768,10225474551.79425
2024-12-21 10:00:00+00:00,52006,9051287184.067986
2024-12-21 11:00:00+00:00,52778,9644995823.55477
2024-12-21 12:00:00+00:00,54033,10461091299.889883
2024-12-21 13:00:00+00:00,53420,12414974435.068573
2024-12-21 14:00:00+00:00,53438,12086295397.766119
2024-12-21 15:00:00+00:00,54482,10255521986.98503
2024-12-21 16:00:00+00:00,55000,10723497555.72234
2024-12-21 17:00:00+00:00,53539,9705038821.142252
2024-12-21 18:00:00+00:00,54751,10080761656.79798
2024-12-21 19:00:00+00:00,54905,10128442441.864998
2024-12-21 20:00:00+00:00,51640,8755388300.131071
2024-12-21 21:00:00+00:00,50311,8974536725.096592
2024-12-21 22:00:00+00:00,50188,8984539936.769407
2024-12-21 23:00:00+00:00,51123,10830002014.398237
2024-12-22 00:00:00+00:00,50377,10168789124.00919
2024-12-22 01:00:00+00:00,50875,8240113095.76408
2024-12-22 02:00:00+00:00,49309,7360871038.387287
2024-12-22 03:00:00+00:00,47742,7216558834.4109
2024-12-22 04:00:00+00:00,47495,7046399843.609466
2024-12-22 05:00:00+00:00,44945,7751664186.242143
2024-12-22 06:00:00+00:00,49001,6730331599.323851
2024-12-22 07:00:00+00:00,52520,6495857278.417066
2024-12-22 08:00:00+00:00,51010,7203557527.4283905
2024-12-22 09:00:00+00:00,51054,7043449913.372994
2024-12-22 10:00:00+00:00,47711,7837183877.272348
2024-12-22 11:00:00+00:00,52876,7451890452.607722
2024-12-22 12:00:00+00:00,53982,11307660520.255861
2024-12-22 13:00:00+00:00,53327,8417296327.898415
2024-12-22 14:00:00+00:00,55401,10108668603.1009
2024-12-22 15:00:00+00:00,57024,10113742527.823303
2024-12-22 16:00:00+00:00,56851,9268816960.62308
2024-12-22 17:00:00+00:00,57699,8012423049.443546
2024-12-22 18:00:00+00:00,54372,8043098602.185724
2024-12-22 19:00:00+00:00,53398,8127482318.832013
2024-12-22 20:00:00+00:00,53562,9184795550.446268
2024-12-22 21:00:00+00:00,53088,8006519102.530943
2024-12-22 22:00:00+00:00,55287,8209256549.254885
2024-12-22 23:00:00+00:00,55595,6260201915.81217
2024-12-23 00:00:00+00:00,50716,6262208423.342653
2024-12-23 01:00:00+00:00,51033,6711888564.178944
2024-12-23 02:00:00+00:00,53450,6568339258.921236
2024-12-23 03:00:00+00:00,50030,8399270335.251468
2024-12-23 04:00:00+00:00,48948,6434690161.981121
2024-12-23 05:00:00+00:00,52721,5757013295.744632
2024-12-23 06:00:00+00:00,50387,6282445869.38302
2024-12-23 07:00:00+00:00,49828,6133884736.55262
2024-12-23 08:00:00+00:00,54264,6355584055.022961
2024-12-23 09:00:00+00:00,52890,9501394977.714138
2024-12-23 10:00:00+00:00,53185,9035709577.37719
2024-12-23 11:00:00+00:00,55355,7697181440.256795
2024-12-23 12:00:00+00:00,56534,8294967390.935431
2024-12-23 13:00:00+00:00,56299,9746345105.835958
2024-12-23 14:00:00+00:00,61146,30869356572.004936
2024-12-23 15:00:00+00:00,61421,23553521900.92697
2024-12-23 16:00:00+00:00,59727,19531434135.89983
2024-12-23 17:00:00+00:00,57771,16423463318.151543
2024-12-23 18:00:00+00:00,58184,14009658657.122032
2024-12-23 19:00:00+00:00,56728,13038902367.304508
2024-12-23 20:00:00+00:00,53847,15251513237.16699
2024-12-23 21:00:00+00:00,54705,18550731908.45038
2024-12-23 22:00:00+00:00,55246,13931991034.865492
2024-12-23 23:00:00+00:00,51779,12253474246.670792
2024-12-24 00:00:00+00:00,51119,10747501861.649757
2024-12-24 01:00:00+00:00,49951,9726588196.685223
2024-12-24 02:00:00+00:00,48689,8477871692.939102
2024-12-24 03:00:00+00:00,48207,7577936339.845162
2024-12-24 04:00:00+00:00,46819,6906909853.064524
2024-12-24 05:00:00+00:00,48756,6295227399.549531
2024-12-24 06:00:00+00:00,50454,6702048546.784833
2024-12-24 07:00:00+00:00,51419,6314937111.1402
2024-12-24 08:00:00+00:00,56929,7664742635.622551
2024-12-24 09:00:00+00:00,54101,11318238429.422781
2024-12-24 10:00:00+00:00,51281,8325741272.877714
2024-12-24 11:00:00+00:00,52084,7321091814.022872
2024-12-24 12:00:00+00:00,51009,8080305959.69889
2024-12-24 13:00:00+00:00,53546,10108408877.94503
2024-12-24 14:00:00+00:00,55745,14056878363.487751
2024-12-24 15:00:00+00:00,56228,14462075629.553635
2024-12-24 16:00:00+00:00,55894,13245219461.851423
2024-12-24 17:00:00+00:00,58369,8714323277.682613
2024-12-24 18:00:00+00:00,54179,10311771673.923409
2024-12-24 19:00:00+00:00,58160,7566420452.328922
2024-12-24 20:00:00+00:00,54684,7267128709.523022
2024-12-24 21:00:00+00:00,52426,6456361606.737364
2024-12-24 22:00:00+00:00,52639,5683672026.362755
2024-12-24 23:00:00+00:00,50820,5419954640.716392
2024-12-25 00:00:00+00:00,53697,5263035121.816562
2024-12-25 01:00:00+00:00,54077,5442543070.394069
2024-12-25 02:00:00+00:00,49997,5602493321.749745
2024-12-25 03:00:00+00:00,50809,5594718910.129863
2024-12-25 04:00:00+00:00,46496,5827218366.303556
2024-12-25 05:00:00+00:00,48252,5039395240.754021
2024-12-25 06:00:00+00:00,48849,6323019336.106821
2024-12-25 07:00:00+00:00,48721,5752975445.177397
2024-12-25 08:00:00+00:00,51467,5044016357.345646
2024-12-25 09:00:00+00:00,50382,5547585797.684372
2024-12-25 10:00:00+00:00,48747,6966397609.55719
2024-12-25 11:00:00+00:00,50278,5355872037.627347
2024-12-25 12:00:00+00:00,50527,5904388210.603434
2024-12-25 13:00:00+00:00,51463,6716692400.3206
2024-12-25 14:00:00+00:00,52657,13075024787.66424
2024-12-25 15:00:00+00:00,51661,16581455643.858698
2024-12-25 16:00:00+00:00,49679,9644308457.321218
2024-12-25 17:00:00+00:00,52042,8848946468.177242
2024-12-25 18:00:00+00:00,54103,6736831039.71238
2024-12-25 19:00:00+00:00,50778,6903732428.991946
2024-12-25 20:00:00+00:00,49786,6565038397.107946
2024-12-25 21:00:00+00:00,48102,6029661550.922915
2024-12-25 22:00:00+00:00,47062,5587295187.154286
2024-12-25 23:00:00+00:00,46580,5333015857.733469
2024-12-26 00:00:00+00:00,48255,7351463389.392038
2024-12-26 01:00:00+00:00,47133,6279534566.525277
2024-12-26 02:00:00+00:00,51280,6692545114.553992
2024-12-26 03:00:00+00:00,47842,6100570509.771103
2024-12-26 04:00:00+00:00,46601,6608435767.136545
2024-12-26 05:00:00+00:00,47608,6224068646.100947
2024-12-26 06:00:00+00:00,50692,7289574071.553563
2024-12-26 07:00:00+00:00,50122,6951859665.44178
2024-12-26 08:00:00+00:00,49083,12165071715.323933
2024-12-26 09:00:00+00:00,49546,8238037707.235056
2024-12-26 10:00:00+00:00,50897,7451101632.762926
2024-12-26 11:00:00+00:00,51853,6640666161.606733
2024-12-26 12:00:00+00:00,51236,8122740965.132796
2024-12-26 13:00:00+00:00,50734,8310639258.281884
2024-12-26 14:00:00+00:00,52685,10093861914.149328
2024-12-26 15:00:00+00:00,51587,9780996144.805883
2024-12-26 16:00:00+00:00,51088,12197020048.108103
2024-12-26 17:00:00+00:00,51853,12306444316.701681
2024-12-26 18:00:00+00:00,51566,12119373877.491924
2024-12-26 19:00:00+00:00,47907,7634121535.073731
2024-12-26 20:00:00+00:00,52739,7268403566.625057
2024-12-26 21:00:00+00:00,54678,8514507959.869378
2024-12-26 22:00:00+00:00,50491,6494329536.688322
2024-12-26 23:00:00+00:00,51189,6185278786.188925
2024-12-27 00:00:00+00:00,50646,6211804887.436542
2024-12-27 01:00:00+00:00,51792,6044892602.100134
2024-12-27 02:00:00+00:00,51117,5909075092.825201
2024-12-27 03:00:00+00:00,47713,5666663897.41518
2024-12-27 04:00:00+00:00,45934,5823722680.811531
2024-12-27 05:00:00+00:00,45320,5683915708.874446
2024-12-27 06:00:00+00:00,48053,5269788455.836894
2024-12-27 07:00:00+00:00,48399,6683084794.55489
2024-12-27 08:00:00+00:00,50485,6695269113.756338
2024-12-27 09:00:00+00:00,53368,8998623467.355324
2024-12-27 10:00:00+00:00,52555,6833699339.649172
2024-12-27 11:00:00+00:00,52147,6864774543.252443
2024-12-27 12:00:00+00:00,52554,8162321802.826649
2024-12-27 13:00:00+00:00,54537,7590715138.959515
2024-12-27 14:00:00+00:00,55524,9397605809.939262
2024-12-27 15:00:00+00:00,54220,15412659215.493454
2024-12-27 16:00:00+00:00,54010,10777996756.90211
2024-12-27 17:00:00+00:00,55416,11132362838.16976
2024-12-27 18:00:00+00:00,52966,8916519784.100752
2024-12-27 19:00:00+00:00,52497,9282874641.13629
2024-12-27 20:00:00+00:00,59138,7282820829.444117
2024-12-27 21:00:00+00:00,52625,6411034084.881235
2024-12-27 22:00:00+00:00,50098,6439700572.911633
2024-12-27 23:00:00+00:00,49257,5607728787.837651
2024-12-28 00:00:00+00:00,48773,5902815843.77508
2024-12-28 01:00:00+00:00,47713,5641047088.231779
2024-12-28 02:00:00+00:00,51681,4650932130.68377
2024-12-28 03:00:00+00:00,47083,4837806748.466534
2024-12-28 04:00:00+00:00,47872,4991251324.260344
2024-12-28 05:00:00+00:00,45548,4672127038.093723
2024-12-28 06:00:00+00:00,46973,5211163386.964924
2024-12-28 07:00:00+00:00,47534,4852448430.219272
2024-12-28 08:00:00+00:00,50341,4709385265.669594
2024-12-28 09:00:00+00:00,49922,5310969187.46641
2024-12-28 10:00:00+00:00,49631,5314002570.834624
2024-12-28 11:00:00+00:00,48504,5425091172.210271
2024-12-28 12:00:00+00:00,49296,5790656290.715977
2024-12-28 13:00:00+00:00,52662,6731982898.340336
2024-12-28 14:00:00+00:00,51757,7815115717.153083
2024-12-28 15:00:00+00:00,52298,7270402106.236698
2024-12-28 16:00:00+00:00,52314,7852660333.330904
2024-12-28 17:00:00+00:00,51192,8601594403.75
2024-12-28 18:00:00+00:00,52395,6986280117.26827
2024-12-28 19:00:00+00:00,51039,6639389496.884615
2024-12-28 20:00:00+00:00,52169,6316242576.61396
2024-12-28 21:00:00+00:00,49616,5656235038.644912
2024-12-28 22:00:00+00:00,48591,6117539048.396762
2024-12-28 23:00:00+00:00,48204,5782510779.151192
2024-12-29 00:00:00+00:00,47979,5997134461.372118
2024-12-29 01:00:00+00:00,47721,4790321394.804049
2024-12-29 02:00:00+00:00,50587,4500950462.186943
2024-12-29 03:00:00+00:00,47195,4683980846.963753
2024-12-29 04:00:00+00:00,47130,4982455565.711584
2024-12-29 05:00:00+00:00,47433,4545992982.805282
2024-12-29 06:00:00+00:00,47754,4687544898.848323
2024-12-29 07:00:00+00:00,46268,4299668487.4892845
2024-12-29 08:00:00+00:00,49864,4270843642.1795106
2024-12-29 09:00:00+00:00,50077,4586942942.96673
2024-12-29 10:00:00+00:00,51116,5383907842.727282
2024-12-29 11:00:00+00:00,49860,4774431868.040035
2024-12-29 12:00:00+00:00,49757,6109509918.135892
2024-12-29 13:00:00+00:00,51039,6489511323.842789
2024-12-29 14:00:00+00:00,53747,7971977266.636336
2024-12-29 15:00:00+00:00,51060,7271035236.21212
2024-12-29 16:00:00+00:00,51514,8090496126.32532
2024-12-29 17:00:00+00:00,50874,6437849678.9954
2024-12-29 18:00:00+00:00,51281,5213870932.470445
2024-12-29 19:00:00+00:00,52112,6026875698.6577015
2024-12-29 20:00:00+00:00,53193,6214827531.536294
